timestamp,open,high,low,close,volume
2026-03-01 23:00:00+00:00,24785.5,24815.0,24767.75,24777.0,1186.0
2026-03-01 23:15:00+00:00,24775.5,24801.25,24751.0,24765.25,3277.0
2026-03-01 23:30:00+00:00,24764.75,24776.25,24714.5,24771.25,3589.0
2026-03-01 23:45:00+00:00,24771.25,24779.25,24725.25,24742.0,2945.0
2026-03-02 00:00:00+00:00,24739.25,24778.5,24723.0,24758.5,3372.0
2026-03-02 00:15:00+00:00,24756.25,24758.75,24712.75,24733.0,3388.0
2026-03-02 00:30:00+00:00,24732.0,24756.5,24714.0,24753.5,2758.0
2026-03-02 00:45:00+00:00,24757.25,24796.25,24756.5,24786.0,3827.0
2026-03-02 01:00:00+00:00,24785.5,24893.25,24772.5,24873.75,7515.0
2026-03-02 01:15:00+00:00,24876.25,24883.75,24847.75,24869.5,3247.0
2026-03-02 01:30:00+00:00,24870.5,24901.25,24862.25,24869.0,3377.0
2026-03-02 01:45:00+00:00,24870.75,24873.25,24853.0,24861.75,2049.0
2026-03-02 02:00:00+00:00,24864.0,24873.75,24823.0,24838.5,2289.0
2026-03-02 02:15:00+00:00,24838.75,24845.5,24807.75,24809.5,1537.0
2026-03-02 02:30:00+00:00,24811.0,24847.25,24804.0,24838.0,1398.0
2026-03-02 02:45:00+00:00,24837.75,24842.25,24796.5,24821.0,1933.0
2026-03-02 03:00:00+00:00,24821.25,24828.0,24802.75,24819.0,970.0
2026-03-02 03:15:00+00:00,24817.25,24835.5,24805.75,24819.75,1161.0
2026-03-02 03:30:00+00:00,24823.0,24823.0,24785.25,24795.25,1276.0
2026-03-02 03:45:00+00:00,24799.0,24814.0,24787.0,24791.5,1014.0
2026-03-02 04:00:00+00:00,24792.75,24798.25,24778.25,24796.75,977.0
2026-03-02 04:15:00+00:00,24796.25,24809.5,24740.75,24799.5,3441.0
2026-03-02 04:30:00+00:00,24800.0,24817.75,24793.0,24793.0,1180.0
2026-03-02 04:45:00+00:00,24792.5,24796.25,24757.5,24761.75,1173.0
2026-03-02 05:00:00+00:00,24759.0,24769.5,24730.25,24743.25,1519.0
2026-03-02 05:15:00+00:00,24741.75,24757.5,24718.0,24729.0,1540.0
2026-03-02 05:30:00+00:00,24731.75,24749.25,24725.5,24734.75,1075.0
2026-03-02 05:45:00+00:00,24733.5,24738.25,24672.0,24677.25,2376.0
2026-03-02 06:00:00+00:00,24675.75,24703.0,24674.5,24691.0,1695.0
2026-03-02 06:15:00+00:00,24692.5,24698.75,24633.5,24668.25,3057.0
2026-03-02 06:30:00+00:00,24669.75,24679.25,24616.75,24620.75,2725.0
2026-03-02 06:45:00+00:00,24621.0,24622.25,24528.0,24590.75,5360.0
2026-03-02 07:00:00+00:00,24588.0,24602.5,24533.0,24541.0,4612.0
2026-03-02 07:15:00+00:00,24541.25,24588.25,24533.5,24567.25,3651.0
2026-03-02 07:30:00+00:00,24566.25,24583.5,24547.0,24577.0,2498.0
2026-03-02 07:45:00+00:00,24577.25,24577.25,24531.0,24540.5,2872.0
2026-03-02 08:00:00+00:00,24542.0,24556.0,24483.0,24530.75,7577.0
2026-03-02 08:15:00+00:00,24529.5,24537.25,24477.0,24489.75,4497.0
2026-03-02 08:30:00+00:00,24487.75,24569.25,24485.25,24554.25,4368.0
2026-03-02 08:45:00+00:00,24554.5,24591.0,24544.0,24563.5,3805.0
2026-03-02 09:00:00+00:00,24562.25,24633.5,24552.0,24617.25,4802.0
2026-03-02 09:15:00+00:00,24617.75,24652.5,24617.75,24637.5,3869.0
2026-03-02 09:30:00+00:00,24638.75,24654.25,24612.0,24635.75,3437.0
2026-03-02 09:45:00+00:00,24636.25,24638.5,24610.25,24629.0,1759.0
2026-03-02 10:00:00+00:00,24628.5,24684.25,24625.5,24646.5,5237.0
2026-03-02 10:15:00+00:00,24647.0,24673.0,24632.5,24656.75,1943.0
2026-03-02 10:30:00+00:00,24657.25,24684.5,24654.0,24680.75,2015.0
2026-03-02 10:45:00+00:00,24680.5,24683.75,24640.75,24657.75,1522.0
2026-03-02 11:00:00+00:00,24657.75,24668.75,24636.75,24645.25,1901.0
2026-03-02 11:15:00+00:00,24646.0,24671.0,24635.0,24655.75,1617.0
2026-03-02 11:30:00+00:00,24655.75,24689.0,24655.75,24681.0,2056.0
2026-03-02 11:45:00+00:00,24681.75,24729.0,24670.0,24688.0,4744.0
2026-03-02 12:00:00+00:00,24685.75,24705.5,24636.75,24661.0,3252.0
2026-03-02 12:15:00+00:00,24659.75,24659.75,24630.75,24634.0,2878.0
2026-03-02 12:30:00+00:00,24634.0,24655.5,24628.0,24640.0,2320.0
2026-03-02 12:45:00+00:00,24640.5,24664.0,24609.75,24629.0,3331.0
2026-03-02 13:00:00+00:00,24630.0,24663.25,24621.5,24648.5,3453.0
2026-03-02 13:15:00+00:00,24649.5,24739.25,24645.25,24700.75,7241.0
2026-03-02 13:30:00+00:00,24701.75,24710.25,24655.0,24656.5,4037.0
2026-03-02 13:45:00+00:00,24656.75,24675.0,24592.75,24620.75,5083.0
2026-03-02 14:00:00+00:00,24621.5,24652.0,24607.75,24633.0,4403.0
2026-03-02 14:15:00+00:00,24631.75,24649.25,24608.0,24644.25,5236.0
2026-03-02 14:30:00+00:00,24644.75,24885.0,24605.0,24838.25,45900.0
2026-03-02 14:45:00+00:00,24836.0,24898.5,24809.5,24862.0,25699.0
2026-03-02 15:00:00+00:00,24862.0,24947.75,24802.0,24930.5,24162.0
2026-03-02 15:15:00+00:00,24931.5,24946.0,24857.0,24881.75,19261.0
2026-03-02 15:30:00+00:00,24881.75,24940.75,24842.0,24939.0,17764.0
2026-03-02 15:45:00+00:00,24938.75,24958.5,24877.5,24924.5,15363.0
2026-03-02 16:00:00+00:00,24923.75,24991.25,24892.5,24972.25,13956.0
2026-03-02 16:15:00+00:00,24972.5,24975.75,24852.0,24867.5,16105.0
2026-03-02 16:30:00+00:00,24866.5,25019.25,24861.0,25013.5,20335.0
2026-03-02 16:45:00+00:00,25014.0,25044.25,24994.75,25033.5,17667.0
2026-03-02 17:00:00+00:00,25033.75,25040.5,25007.5,25030.5,9927.0
2026-03-02 17:15:00+00:00,25030.75,25076.5,25029.5,25045.0,11298.0
2026-03-02 17:30:00+00:00,25044.0,25056.25,25026.25,25046.0,8914.0
2026-03-02 17:45:00+00:00,25046.5,25075.75,25036.5,25065.75,7217.0
2026-03-02 18:00:00+00:00,25066.0,25074.75,25036.5,25049.5,7317.0
2026-03-02 18:15:00+00:00,25048.5,25050.75,25013.5,25036.0,7933.0
